"SubjectID","Angle","Base","Feature","SizeDirection","Manipulation","ExpectedAns","ResponseTime(ms)","GivenAnswer","Correct"
57,"36","0.4","vertex","increase","distance","upward","20431","upward",1
57,"36","0.4","angle","increase","distance","same","36035","same",1
57,"36","0.4","angle","decrease","angle","bigger","34640","bigger",1
57,"36","0.4","angle","decrease","distance","same","5465","same",1
57,"36","0.4","vertex","decrease","angle","downward","14110","downward",1
57,"36","0.4","vertex","increase","angle","upward","27640","upward",1
57,"36","0.4","vertex","decrease","distance","downward","14459","downward",1
57,"36","0.4","angle","increase","angle","smaller","7795","smaller",1
58,"36","0.4","angle","decrease","angle","bigger","21110","bigger",1
58,"36","0.4","angle","increase","distance","same","26000","bigger",0
58,"36","0.4","vertex","decrease","angle","downward","17050","downward",1
58,"36","0.4","vertex","increase","distance","upward","25111","downward",0
58,"36","0.4","vertex","increase","angle","upward","4852","upward",1
58,"36","0.4","vertex","decrease","distance","downward","8571","downward",1
58,"36","0.4","angle","increase","angle","smaller","4994","smaller",1
58,"36","0.4","angle","decrease","distance","same","10253","smaller",0
59,"36","0.4","vertex","decrease","angle","downward","21918","downward",1
59,"36","0.4","angle","decrease","angle","bigger","18512","bigger",1
59,"36","0.4","vertex","increase","angle","upward","18288","upward",1
59,"36","0.4","angle","decrease","distance","same","43411","smaller",0
59,"36","0.4","vertex","decrease","distance","downward","21474","upward",0
59,"36","0.4","angle","increase","angle","smaller","13417","smaller",1
59,"36","0.4","angle","increase","distance","same","17065","bigger",0
59,"36","0.4","vertex","increase","distance","upward","12502","downward",0
60,"36","0.4","vertex","increase","distance","upward","15071","downward",0
60,"36","0.4","angle","increase","distance","same","68065","smaller",0
60,"36","0.4","angle","increase","angle","smaller","12919","bigger",0
60,"36","0.4","angle","decrease","distance","same","805816","bigger",0
60,"36","0.4","vertex","increase","angle","upward","7007","upward",1
60,"36","0.4","vertex","decrease","angle","downward","4056","downward",1
60,"36","0.4","angle","decrease","angle","bigger","11011","smaller",0
60,"36","0.4","vertex","decrease","distance","downward","6768","upward",0
61,"36","0.4","angle","increase","distance","same","26558","bigger",0
61,"36","0.4","vertex","increase","angle","upward","12591","downward",0
61,"36","0.4","vertex","decrease","distance","downward","22020","downward",1
61,"36","0.4","angle","increase","angle","smaller","16085","bigger",0
61,"36","0.4","vertex","decrease","angle","downward","11345","downward",1
61,"36","0.4","vertex","increase","distance","upward","21161","upward",1
61,"36","0.4","angle","decrease","angle","bigger","12261","smaller",0
61,"36","0.4","angle","decrease","distance","same","17031","smaller",0
62,"36","0.4","vertex","increase","angle","upward","19947","upward",1
62,"36","0.4","angle","decrease","angle","bigger","8888","same",0
62,"36","0.4","angle","increase","distance","same","10719","bigger",0
62,"36","0.4","vertex","increase","distance","upward","6323","stayPlace",0
62,"36","0.4","vertex","decrease","angle","downward","9466","downward",1
62,"36","0.4","angle","decrease","distance","same","21064","same",1
62,"36","0.4","vertex","decrease","distance","downward","15595","stayPlace",0
62,"36","0.4","angle","increase","angle","smaller","8010","bigger",0
63,"36","0.4","vertex","decrease","distance","downward","50973","downward",1
63,"36","0.4","angle","increase","angle","smaller","25597","same",0
63,"36","0.4","angle","increase","distance","same","30754","same",1
63,"36","0.4","vertex","increase","angle","upward","88742","upward",1
63,"36","0.4","vertex","increase","distance","upward","21175","upward",1
63,"36","0.4","angle","decrease","distance","same","25226","same",1
63,"36","0.4","angle","decrease","angle","bigger","12733","bigger",1
63,"36","0.4","vertex","decrease","angle","downward","26609","downward",1
64,"36","0.4","angle","increase","distance","same","4984","bigger",0
64,"36","0.4","vertex","decrease","distance","downward","3630","upward",0
64,"36","0.4","vertex","increase","angle","upward","4183","downward",0
64,"36","0.4","angle","decrease","angle","bigger","2900","same",0
64,"36","0.4","angle","decrease","distance","same","2985","smaller",0
64,"36","0.4","vertex","increase","distance","upward","3199","upward",1
64,"36","0.4","angle","increase","angle","smaller","2717","smaller",1
64,"36","0.4","vertex","decrease","angle","downward","2916","stayPlace",0
65,"36","0.4","vertex","increase","angle","upward","17036","upward",1
65,"36","0.4","angle","increase","angle","smaller","16202","smaller",1
65,"36","0.4","angle","decrease","distance","same","10394","bigger",0
65,"36","0.4","vertex","decrease","angle","downward","10215","downward",1
65,"36","0.4","angle","increase","distance","same","31228","same",1
65,"36","0.4","angle","decrease","angle","bigger","15578","bigger",1
65,"36","0.4","vertex","decrease","distance","downward","22500","downward",1
65,"36","0.4","vertex","increase","distance","upward","10616","upward",1
66,"36","0.4","vertex","decrease","distance","downward","17397","upward",0
66,"36","0.4","vertex","increase","distance","upward","11881","downward",0
66,"36","0.4","vertex","decrease","angle","downward","16949","downward",1
66,"36","0.4","angle","decrease","angle","bigger","15586","bigger",1
66,"36","0.4","vertex","increase","angle","upward","7796","upward",1
66,"36","0.4","angle","increase","angle","smaller","8482","bigger",0
66,"36","0.4","angle","decrease","distance","same","14543","bigger",0
66,"36","0.4","angle","increase","distance","same","13481","smaller",0
67,"36","0.4","vertex","increase","angle","upward","4187","downward",0
67,"36","0.4","vertex","increase","distance","upward","2066","upward",1
67,"36","0.4","angle","decrease","distance","same","2597","smaller",0
67,"36","0.4","angle","increase","angle","smaller","2585","bigger",0
67,"36","0.4","vertex","decrease","angle","downward","3218","stayPlace",0
67,"36","0.4","vertex","decrease","distance","downward","2649","downward",1
67,"36","0.4","angle","decrease","angle","bigger","2618","same",0
67,"36","0.4","angle","increase","distance","same","2599","bigger",0
68,"36","0.4","vertex","decrease","distance","downward","19268","upward",0
68,"36","0.4","vertex","increase","distance","upward","13422","downward",0
68,"36","0.4","angle","decrease","distance","same","21342","same",1
68,"36","0.4","angle","increase","distance","same","12967","same",1
68,"36","0.4","vertex","increase","angle","upward","11912","upward",1
68,"36","0.4","vertex","decrease","angle","downward","5238","downward",1
68,"36","0.4","angle","decrease","angle","bigger","14094","bigger",1
68,"36","0.4","angle","increase","angle","smaller","4815","smaller",1
69,"36","0.4","vertex","increase","angle","upward","25711","upward",1
69,"36","0.4","angle","decrease","angle","bigger","21377","bigger",1
69,"36","0.4","vertex","decrease","distance","downward","14349","downward",1
69,"36","0.4","angle","increase","distance","same","14606","same",1
69,"36","0.4","vertex","increase","distance","upward","8729","upward",1
69,"36","0.4","angle","decrease","distance","same","13564","same",1
69,"36","0.4","vertex","decrease","angle","downward","10898","downward",1
69,"36","0.4","angle","increase","angle","smaller","14034","smaller",1
70,"36","0.4","angle","decrease","angle","bigger","20304","smaller",0
70,"36","0.4","vertex","increase","angle","upward","7604","downward",0
70,"36","0.4","vertex","decrease","angle","downward","7794","downward",1
70,"36","0.4","vertex","decrease","distance","downward","6613","upward",0
70,"36","0.4","angle","decrease","distance","same","9844","smaller",0
70,"36","0.4","angle","increase","angle","smaller","12677","bigger",0
70,"36","0.4","vertex","increase","distance","upward","7039","downward",0
70,"36","0.4","angle","increase","distance","same","7266","bigger",0
71,"36","0.4","angle","increase","distance","same","17232","bigger",0
71,"36","0.4","angle","decrease","distance","same","6948","smaller",0
71,"36","0.4","vertex","decrease","angle","downward","27776","downward",1
71,"36","0.4","vertex","increase","angle","upward","6789","upward",1
71,"36","0.4","angle","decrease","angle","bigger","12511","bigger",1
71,"36","0.4","angle","increase","angle","smaller","14998","smaller",1
71,"36","0.4","vertex","decrease","distance","downward","18788","upward",0
71,"36","0.4","vertex","increase","distance","upward","25736","downward",0
72,"36","0.4","vertex","increase","angle","upward","25200","upward",1
72,"36","0.4","angle","increase","angle","smaller","17079","bigger",0
72,"36","0.4","vertex","decrease","angle","downward","19513","downward",1
72,"36","0.4","angle","increase","distance","same","9409","bigger",0
72,"36","0.4","angle","decrease","angle","bigger","16920","smaller",0
72,"36","0.4","angle","decrease","distance","same","10783","smaller",0
72,"36","0.4","vertex","decrease","distance","downward","8077","upward",0
72,"36","0.4","vertex","increase","distance","upward","13276","downward",0
73,"36","0.4","angle","increase","distance","same","22724","bigger",0
73,"36","0.4","vertex","decrease","angle","downward","17647","downward",1
73,"36","0.4","vertex","increase","angle","upward","13348","upward",1
73,"36","0.4","angle","increase","angle","smaller","15917","smaller",1
73,"36","0.4","angle","decrease","angle","bigger","12876","bigger",1
73,"36","0.4","vertex","increase","distance","upward","14154","stayPlace",0
73,"36","0.4","angle","decrease","distance","same","17634","smaller",0
73,"36","0.4","vertex","decrease","distance","downward","12125","upward",0
74,"36","0.4","angle","decrease","distance","same","15464","same",1
74,"36","0.4","vertex","decrease","distance","downward","10145","downward",1
74,"36","0.4","vertex","increase","distance","upward","11798","upward",1
74,"36","0.4","angle","decrease","angle","bigger","8458","bigger",1
74,"36","0.4","vertex","increase","angle","upward","12918","upward",1
74,"36","0.4","angle","increase","distance","same","8254","same",1
74,"36","0.4","vertex","decrease","angle","downward","8469","downward",1
74,"36","0.4","angle","increase","angle","smaller","11880","smaller",1
75,"36","0.4","angle","increase","distance","same","4867","smaller",0
75,"36","0.4","angle","decrease","angle","bigger","2269","bigger",1
75,"36","0.4","vertex","increase","distance","upward","1604","stayPlace",0
75,"36","0.4","angle","increase","angle","smaller","75819","bigger",0
75,"36","0.4","angle","decrease","distance","same","3101","smaller",0
75,"36","0.4","vertex","increase","angle","upward","2609","stayPlace",0
75,"36","0.4","vertex","decrease","angle","downward","2454","upward",0
75,"36","0.4","vertex","decrease","distance","downward","1757","stayPlace",0
76,"36","0.4","vertex","increase","distance","upward","27369","upward",1
76,"36","0.4","angle","decrease","distance","same","18069","same",1
76,"36","0.4","angle","increase","angle","smaller","13708","smaller",1
76,"36","0.4","angle","increase","distance","same","12344","same",1
76,"36","0.4","vertex","decrease","distance","downward","8672","downward",1
76,"36","0.4","angle","decrease","angle","bigger","10693","bigger",1
76,"36","0.4","vertex","increase","angle","upward","12880","upward",1
76,"36","0.4","vertex","decrease","angle","downward","4878","downward",1
77,"36","0.4","vertex","decrease","angle","downward","16288","downward",1
77,"36","0.4","vertex","decrease","distance","downward","67667","upward",0
77,"36","0.4","vertex","increase","distance","upward","3059","downward",0
77,"36","0.4","angle","decrease","distance","same","6604","smaller",0
77,"36","0.4","angle","decrease","angle","bigger","3164","bigger",1
77,"36","0.4","angle","increase","angle","smaller","3286","smaller",1
77,"36","0.4","angle","increase","distance","same","3556","bigger",0
77,"36","0.4","vertex","increase","angle","upward","3107","upward",1
78,"36","0.4","vertex","decrease","distance","downward","21373","stayPlace",0
78,"36","0.4","angle","decrease","distance","same","11125","smaller",0
78,"36","0.4","vertex","decrease","angle","downward","10126","downward",1
78,"36","0.4","angle","increase","distance","same","12743","bigger",0
78,"36","0.4","vertex","increase","angle","upward","15183","upward",1
78,"36","0.4","angle","decrease","angle","bigger","11630","smaller",0
78,"36","0.4","angle","increase","angle","smaller","24540","bigger",0
78,"36","0.4","vertex","increase","distance","upward","15686","downward",0
79,"36","0.4","vertex","decrease","angle","downward","11807","downward",1
79,"36","0.4","angle","decrease","angle","bigger","14715","bigger",1
79,"36","0.4","angle","increase","distance","same","9888","bigger",0
79,"36","0.4","vertex","increase","distance","upward","9932","downward",0
79,"36","0.4","angle","increase","angle","smaller","14591","smaller",1
79,"36","0.4","vertex","increase","angle","upward","9621","upward",1
